"Code","Date","Start","High","Low","End","Transaction"
000020.KS,20051124,24050.00,24550.00,23300.00,24100.00,963000
000020.KS,20051125,24450.00,24450.00,23550.00,23900.00,495000
000020.KS,20051128,23950.00,24300.00,23050.00,23250.00,529500
000020.KS,20051129,22950.00,23300.00,22550.00,22800.00,447000
000020.KS,20051130,22600.00,23700.00,22600.00,23000.00,420500
000020.KS,20051201,23000.00,23250.00,22450.00,22500.00,448500
000020.KS,20051202,22400.00,23200.00,22350.00,23200.00,637000
000020.KS,20051205,23650.00,24300.00,23200.00,23300.00,417500
000020.KS,20051206,23150.00,23400.00,22700.00,22750.00,345500
000020.KS,20051207,22700.00,22700.00,21300.00,21350.00,578500
000020.KS,20051208,21250.00,22600.00,21200.00,21700.00,748000
000020.KS,20051209,21850.00,21850.00,21350.00,21400.00,283500
000020.KS,20051212,21200.00,21500.00,20700.00,20750.00,436500
000020.KS,20051213,20750.00,21000.00,20600.00,20750.00,226500
000020.KS,20051214,20700.00,21250.00,20700.00,21200.00,408500
000020.KS,20051215,21200.00,21450.00,20900.00,21000.00,248000
000020.KS,20051216,19600.00,20000.00,18800.00,19000.00,769000
000020.KS,20051219,19000.00,19650.00,19000.00,19550.00,340500
000020.KS,20051220,19400.00,19700.00,19000.00,19100.00,299000
000020.KS,20051221,18800.00,19300.00,18800.00,19050.00,368000
000020.KS,20051222,19300.00,19500.00,18200.00,18300.00,399500
000020.KS,20051223,18050.00,18900.00,17700.00,18850.00,301500
000020.KS,20051226,18600.00,19300.00,18600.00,19200.00,289500
000020.KS,20051227,19000.00,19000.00,18700.00,18800.00,359500
000020.KS,20051228,18700.00,19200.00,18700.00,19150.00,177500
000020.KS,20051229,18950.00,19400.00,18650.00,18750.00,345500
000020.KS,20060102,18700.00,18900.00,18650.00,18650.00,145000
000020.KS,20060103,18700.00,19600.00,18600.00,19400.00,357500
000020.KS,20060104,19450.00,19800.00,19200.00,19600.00,296000
000020.KS,20060105,19500.00,19900.00,19400.00,19600.00,338500
000020.KS,20060106,19800.00,20300.00,19700.00,20000.00,302500
000020.KS,20060109,20550.00,20550.00,19750.00,19800.00,166500
000020.KS,20060110,19800.00,19800.00,19200.00,19400.00,131500
000020.KS,20060111,19400.00,19750.00,18750.00,18750.00,292500
000020.KS,20060112,18900.00,19100.00,18650.00,18700.00,229500
000020.KS,20060113,18550.00,18800.00,18250.00,18700.00,249500
000020.KS,20060116,18700.00,19050.00,18550.00,18750.00,188000
000020.KS,20060117,18750.00,19450.00,18700.00,18700.00,322500
000020.KS,20060118,18800.00,18800.00,17050.00,17600.00,305000
000020.KS,20060119,17600.00,17800.00,17000.00,17400.00,260500
000020.KS,20060120,17400.00,17600.00,15850.00,16350.00,300000
000020.KS,20060123,15400.00,15650.00,14000.00,14950.00,469000
000020.KS,20060124,15000.00,16000.00,14900.00,15600.00,229000
000020.KS,20060125,16100.00,16450.00,16000.00,16400.00,180000
000020.KS,20060126,16000.00,16450.00,15950.00,16300.00,152500
000020.KS,20060127,16750.00,16950.00,16400.00,16900.00,144000
000020.KS,20060131,16900.00,17450.00,16900.00,17150.00,181500
000020.KS,20060201,16500.00,17000.00,16050.00,16250.00,202000
000020.KS,20060202,16300.00,16500.00,15850.00,16300.00,122000
000020.KS,20060203,16200.00,16200.00,15800.00,15950.00,227500
000020.KS,20060206,15550.00,15700.00,15350.00,15650.00,105000
000020.KS,20060207,15400.00,15650.00,15400.00,15450.00,109500
000020.KS,20060208,15250.00,15700.00,15250.00,15400.00,113000
000020.KS,20060209,15600.00,15600.00,15350.00,15500.00,148500
000020.KS,20060210,15600.00,16300.00,15500.00,16100.00,242500
000020.KS,20060213,16500.00,16700.00,16100.00,16200.00,222500
000020.KS,20060214,16000.00,16300.00,15700.00,16200.00,97000
000020.KS,20060215,16100.00,16300.00,15500.00,15550.00,333000
000020.KS,20060216,15650.00,17100.00,15350.00,16500.00,989000
000020.KS,20060217,17000.00,17400.00,16550.00,16550.00,526500
000020.KS,20060220,16900.00,16900.00,16250.00,16650.00,337500
000020.KS,20060221,16750.00,16800.00,16350.00,16600.00,169000
000020.KS,20060222,16450.00,16750.00,16450.00,16550.00,201000
000020.KS,20060223,16900.00,17100.00,16600.00,17000.00,264500
000020.KS,20060224,17200.00,17450.00,16800.00,17250.00,151000
000020.KS,20060227,17250.00,17650.00,17100.00,17500.00,107000
000020.KS,20060228,17400.00,17500.00,17000.00,17200.00,99500
000020.KS,20060302,17200.00,17200.00,17000.00,17100.00,135500
000020.KS,20060303,16900.00,17000.00,16400.00,16500.00,136000
000020.KS,20060306,16500.00,16650.00,16350.00,16400.00,148500
000020.KS,20060307,16400.00,16500.00,16150.00,16300.00,130000
000020.KS,20060308,16000.00,16500.00,16000.00,16300.00,112500
000020.KS,20060309,16200.00,16600.00,16200.00,16450.00,121000
000020.KS,20060310,16300.00,16800.00,16300.00,16650.00,104000
000020.KS,20060313,16900.00,17150.00,16700.00,16900.00,165500
000020.KS,20060314,16900.00,17400.00,16750.00,16900.00,220500
000020.KS,20060315,17300.00,17300.00,16800.00,17000.00,147500
000020.KS,20060316,17000.00,17100.00,16700.00,16950.00,98500
000020.KS,20060317,16900.00,16950.00,16700.00,16850.00,90000
000020.KS,20060320,16900.00,17000.00,16800.00,16900.00,104500
000020.KS,20060321,16850.00,16950.00,16800.00,16900.00,119500
000020.KS,20060322,16900.00,16900.00,16300.00,16300.00,104500
000020.KS,20060323,16300.00,16450.00,16150.00,16300.00,101000
000020.KS,20060324,16000.00,16350.00,15650.00,16100.00,133000
000020.KS,20060327,15900.00,16200.00,15900.00,15950.00,74500
000020.KS,20060328,16050.00,16350.00,16050.00,16200.00,135000
000020.KS,20060329,16050.00,16400.00,15900.00,16300.00,271500
000020.KS,20060330,15950.00,16100.00,15300.00,15500.00,364500
000020.KS,20060331,15400.00,15550.00,15350.00,15400.00,230000
000020.KS,20060403,15400.00,15650.00,15400.00,15650.00,284000
000020.KS,20060404,15800.00,16500.00,15600.00,16500.00,399500
000020.KS,20060405,16500.00,16600.00,16050.00,16400.00,348500
000020.KS,20060406,16400.00,16550.00,16100.00,16450.00,228500
000020.KS,20060407,16450.00,17050.00,16200.00,17000.00,316000
000020.KS,20060410,17000.00,17700.00,17000.00,17550.00,485000
000020.KS,20060411,17350.00,17600.00,17000.00,17200.00,153000
000020.KS,20060412,17000.00,17750.00,16900.00,17700.00,392000
000020.KS,20060413,17800.00,19000.00,17600.00,19000.00,850500
000020.KS,20060414,19100.00,20700.00,19100.00,20250.00,1252000
000020.KS,20060417,20650.00,22000.00,20650.00,21200.00,885500
000020.KS,20060418,21000.00,22900.00,20650.00,22400.00,1057000
000020.KS,20060419,22600.00,23600.00,22200.00,23200.00,1254500
000020.KS,20060420,22900.00,23800.00,22600.00,23800.00,700500
000020.KS,20060421,24000.00,24000.00,22550.00,22900.00,853000
000020.KS,20060424,22700.00,23700.00,22550.00,23450.00,667500
000020.KS,20060425,23100.00,24300.00,23100.00,23600.00,611000
000020.KS,20060426,23950.00,24000.00,22850.00,23450.00,635000
000020.KS,20060427,23200.00,24200.00,23200.00,24200.00,535000
000020.KS,20060428,24000.00,25650.00,23700.00,25200.00,917000
000020.KS,20060502,25700.00,25700.00,24600.00,25200.00,797000
000020.KS,20060503,25200.00,26400.00,25050.00,26300.00,745500
000020.KS,20060504,26950.00,28300.00,26300.00,27900.00,952500
000020.KS,20060508,28600.00,29350.00,28200.00,28850.00,612500
000020.KS,20060509,29200.00,29200.00,25500.00,28500.00,710000
000020.KS,20060510,28200.00,28950.00,28000.00,28500.00,515500
000020.KS,20060511,28500.00,29000.00,28400.00,28600.00,302500
000020.KS,20060512,27600.00,29000.00,27600.00,28550.00,301500
000020.KS,20060515,28000.00,28550.00,27650.00,28250.00,289000
000020.KS,20060516,28050.00,28500.00,26300.00,27000.00,342500
000020.KS,20060517,27000.00,27600.00,26650.00,27300.00,222500
000020.KS,20060518,26000.00,26600.00,25300.00,26500.00,346000
000020.KS,20060519,25700.00,26400.00,25650.00,26200.00,212500
000020.KS,20060522,26050.00,26700.00,24850.00,25700.00,295000
000020.KS,20060523,25100.00,25900.00,24500.00,25850.00,376500
000020.KS,20060524,25900.00,26700.00,25850.00,26400.00,215500
000020.KS,20060525,26200.00,26750.00,25900.00,26550.00,114500
000020.KS,20060526,26700.00,28200.00,26700.00,28100.00,390000
000020.KS,20060529,28300.00,28300.00,27500.00,27500.00,168500
000020.KS,20060530,27950.00,27950.00,27000.00,27500.00,359000
000020.KS,20060601,26900.00,27200.00,25100.00,26000.00,269000
000020.KS,20060602,26250.00,26500.00,24750.00,25700.00,247500
000020.KS,20060605,25700.00,26300.00,24150.00,24800.00,609100
000020.KS,20060607,24150.00,24150.00,23050.00,23350.00,140700
000020.KS,20060608,22750.00,24200.00,22300.00,23900.00,235100
000020.KS,20060609,24000.00,25600.00,24000.00,25600.00,159600
000020.KS,20060612,25300.00,25500.00,24800.00,25350.00,80200
000020.KS,20060613,25000.00,25000.00,23700.00,24050.00,146800
000020.KS,20060614,23500.00,24400.00,23400.00,23800.00,168300
000020.KS,20060615,24200.00,24450.00,23900.00,24400.00,139500
000020.KS,20060616,24900.00,25200.00,24600.00,25000.00,96700
000020.KS,20060619,25000.00,25000.00,24100.00,24800.00,83500
000020.KS,20060620,24200.00,24450.00,23800.00,24250.00,106000
000020.KS,20060621,23800.00,24350.00,23800.00,24200.00,50000
000020.KS,20060622,24750.00,25650.00,24400.00,24800.00,203800
000020.KS,20060623,24500.00,25000.00,23700.00,24400.00,63300
000020.KS,20060626,24400.00,24900.00,23700.00,23800.00,93300
000020.KS,20060627,23650.00,24150.00,23500.00,23800.00,63500
000020.KS,20060628,23200.00,23800.00,22500.00,23800.00,90700
000020.KS,20060629,23800.00,25100.00,23800.00,24600.00,480800
000020.KS,20060630,26350.00,26350.00,25100.00,25400.00,210000
000020.KS,20060703,26500.00,26500.00,25400.00,25850.00,153200
000020.KS,20060704,26500.00,26500.00,25050.00,25600.00,116000
000020.KS,20060705,25000.00,26100.00,24800.00,25450.00,169000
000020.KS,20060706,25250.00,25850.00,25250.00,25600.00,222000
000020.KS,20060707,25800.00,27000.00,25600.00,26750.00,242000
000020.KS,20060710,26950.00,27500.00,26600.00,26900.00,196000
000020.KS,20060711,26550.00,27400.00,26550.00,27200.00,110000
000020.KS,20060712,27100.00,27700.00,27100.00,27350.00,207500
000020.KS,20060713,26100.00,27350.00,26100.00,27100.00,91500
000020.KS,20060714,26100.00,27500.00,26100.00,27500.00,160500
000020.KS,20060718,27100.00,28400.00,27100.00,27400.00,174000
000020.KS,20060719,27500.00,28000.00,26550.00,27200.00,133000
000020.KS,20060720,27200.00,27900.00,27000.00,27500.00,108000
000020.KS,20060721,27200.00,27250.00,26850.00,27000.00,64000
000020.KS,20060724,26600.00,26800.00,25850.00,26500.00,164100
000020.KS,20060725,26500.00,26800.00,26000.00,26200.00,170800
000020.KS,20060726,26500.00,26500.00,26000.00,26150.00,64000
000020.KS,20060727,26050.00,26250.00,25850.00,26250.00,162500
000020.KS,20060728,25950.00,26800.00,25950.00,26700.00,168200
000020.KS,20060731,26300.00,26800.00,25850.00,26750.00,375400
000020.KS,20060801,26800.00,26950.00,26000.00,26200.00,98000
000020.KS,20060802,25800.00,26150.00,25700.00,25750.00,90600
000020.KS,20060803,25750.00,26000.00,25550.00,25700.00,55900
000020.KS,20060804,25900.00,26200.00,25600.00,26200.00,67600
000020.KS,20060807,26450.00,26450.00,25800.00,26000.00,65200
000020.KS,20060808,25650.00,26100.00,25650.00,25950.00,19400
000020.KS,20060809,25800.00,25800.00,24650.00,25400.00,235800
000020.KS,20060810,25100.00,25900.00,24700.00,25900.00,181800
000020.KS,20060811,25900.00,26700.00,25900.00,26400.00,300800
000020.KS,20060814,26500.00,26650.00,25850.00,26350.00,163300
000020.KS,20060816,26400.00,26900.00,26150.00,26750.00,156500
000020.KS,20060817,26750.00,28150.00,26500.00,27650.00,178800
000020.KS,20060818,28000.00,29950.00,27600.00,29100.00,375600
000020.KS,20060821,29500.00,30650.00,29050.00,30200.00,295000
000020.KS,20060822,30850.00,31300.00,29700.00,30200.00,250000
000020.KS,20060823,30000.00,30600.00,29500.00,30600.00,192900
000020.KS,20060824,31000.00,31250.00,30500.00,31000.00,127200
000020.KS,20060825,30800.00,31800.00,30550.00,30550.00,175200
000020.KS,20060828,30100.00,30700.00,29600.00,30650.00,285300
000020.KS,20060829,30850.00,31600.00,29950.00,31000.00,172700
000020.KS,20060830,31000.00,31850.00,30700.00,31500.00,201400
000020.KS,20060831,31300.00,31700.00,31150.00,31600.00,118000
000020.KS,20060901,31200.00,32500.00,31150.00,32300.00,340600
000020.KS,20060904,32000.00,32400.00,29700.00,31000.00,444300
000020.KS,20060905,31000.00,31250.00,29850.00,30500.00,190600
000020.KS,20060906,30100.00,30700.00,29600.00,29650.00,188600
000020.KS,20060907,29500.00,29900.00,28500.00,29550.00,347800
000020.KS,20060908,29350.00,29750.00,29150.00,29300.00,143100
000020.KS,20060911,29200.00,29700.00,28700.00,28700.00,129400
000020.KS,20060912,29250.00,29250.00,28400.00,28400.00,107500
000020.KS,20060913,28450.00,30500.00,28200.00,30250.00,247300
000020.KS,20060914,29800.00,30450.00,29500.00,30250.00,138400
000020.KS,20060915,30300.00,31950.00,29800.00,31550.00,273800
000020.KS,20060918,32500.00,33450.00,30200.00,30750.00,974700
000020.KS,20060919,30850.00,30850.00,29800.00,29950.00,215600
000020.KS,20060920,30100.00,30650.00,29200.00,30400.00,403600
000020.KS,20060921,30750.00,31200.00,30050.00,30500.00,197800
000020.KS,20060922,30200.00,31000.00,30200.00,30250.00,290300
000020.KS,20060925,30000.00,30350.00,29000.00,29700.00,192100
000020.KS,20060926,29700.00,29950.00,29500.00,29700.00,176700
000020.KS,20060927,29700.00,29950.00,29600.00,29850.00,112100
000020.KS,20060928,29500.00,29750.00,29000.00,29600.00,272000
000020.KS,20060929,29500.00,29700.00,28600.00,29150.00,304300
000020.KS,20061002,29150.00,30900.00,29000.00,30500.00,363500
000020.KS,20061004,30300.00,30900.00,29600.00,30400.00,148000
000020.KS,20061009,30000.00,30600.00,27500.00,28000.00,283300
000020.KS,20061010,27600.00,28500.00,27600.00,28200.00,232100
000020.KS,20061011,27950.00,28700.00,27000.00,27700.00,313400
000020.KS,20061012,27500.00,27900.00,27100.00,27100.00,246000
000020.KS,20061013,27800.00,27800.00,27300.00,27500.00,134900
000020.KS,20061016,27450.00,28000.00,27350.00,27400.00,247900
000020.KS,20061017,27700.00,29000.00,27100.00,28950.00,389900
000020.KS,20061018,28700.00,29300.00,28150.00,28900.00,251700
000020.KS,20061019,28900.00,30200.00,28750.00,29400.00,206600
000020.KS,20061020,29400.00,30800.00,29400.00,30200.00,287800
000020.KS,20061023,30300.00,30500.00,29900.00,30250.00,104400
000020.KS,20061024,30600.00,31400.00,30000.00,30800.00,249200
000020.KS,20061025,30800.00,31200.00,30000.00,30900.00,200800
000020.KS,20061026,30400.00,30700.00,29850.00,30000.00,207000
000020.KS,20061027,29600.00,30350.00,29350.00,30350.00,166100
000020.KS,20061030,29850.00,30300.00,29800.00,30150.00,136700
000020.KS,20061031,29900.00,30550.00,29700.00,30550.00,192400
000020.KS,20061101,30500.00,30850.00,30050.00,30600.00,166500
000020.KS,20061102,30100.00,30850.00,30100.00,30550.00,156800
000020.KS,20061103,30300.00,30500.00,29700.00,29950.00,207000
000020.KS,20061106,29700.00,29950.00,28800.00,29000.00,257800
000020.KS,20061107,29250.00,29350.00,27600.00,27900.00,484000
000020.KS,20061108,28100.00,28100.00,27350.00,27400.00,317800
000020.KS,20061109,27550.00,28250.00,27300.00,27500.00,556200
000020.KS,20061110,27600.00,28400.00,27500.00,28350.00,439000
000020.KS,20061113,28500.00,28800.00,28100.00,28150.00,181900
000020.KS,20061114,28000.00,28400.00,27900.00,28050.00,230700
000020.KS,20061115,28300.00,28500.00,27800.00,28250.00,247600
000020.KS,20061116,28250.00,28250.00,27650.00,28150.00,251300
000020.KS,20061117,28150.00,28450.00,27900.00,28350.00,249300
000020.KS,20061120,28400.00,28450.00,27800.00,28450.00,400600
000020.KS,20061121,28200.00,28800.00,28200.00,28300.00,229200
000020.KS,20061122,28150.00,28400.00,27800.00,27950.00,238400
000020.KS,20061123,27700.00,28050.00,27500.00,27900.00,320500
000020.KS,20061124,27800.00,28150.00,27700.00,27700.00,266900
000020.KS,20061127,27700.00,27700.00,27050.00,27400.00,394300
000020.KS,20061128,27100.00,27200.00,26500.00,26750.00,296900
000020.KS,20061129,26600.00,27400.00,26500.00,26800.00,343000
000020.KS,20061130,27000.00,28250.00,27000.00,28250.00,380200
000020.KS,20061201,28500.00,29800.00,28050.00,29550.00,843400
000020.KS,20061204,30050.00,30100.00,29150.00,29850.00,542300
000020.KS,20061205,29600.00,30250.00,29600.00,30250.00,344500
000020.KS,20061206,30000.00,30800.00,30000.00,30700.00,394700
000020.KS,20061207,30650.00,31400.00,30450.00,31200.00,280600
000020.KS,20061208,31200.00,31200.00,30300.00,30950.00,190900
000020.KS,20061211,30950.00,31100.00,30500.00,30900.00,156300
000020.KS,20061212,30800.00,30950.00,30050.00,30800.00,163000
000020.KS,20061213,30500.00,31000.00,30500.00,31000.00,101100
000020.KS,20061214,31000.00,32500.00,30600.00,32500.00,205700
000020.KS,20061215,32200.00,33300.00,32000.00,32500.00,168000
000020.KS,20061218,32300.00,33300.00,32300.00,32500.00,99000
000020.KS,20061219,32550.00,33150.00,32000.00,32050.00,75800
000020.KS,20061220,32050.00,32400.00,31700.00,32200.00,152900
000020.KS,20061221,32200.00,33100.00,31500.00,33100.00,91200
000020.KS,20061222,33100.00,33450.00,32750.00,33350.00,114300
000020.KS,20061226,33000.00,33000.00,32000.00,32550.00,170700
000020.KS,20061227,32800.00,32950.00,32250.00,32700.00,91200
000020.KS,20061228,32500.00,33000.00,32300.00,32300.00,248000
000020.KS,20070102,32050.00,32750.00,32050.00,32050.00,49200
000020.KS,20070103,31950.00,32200.00,31000.00,31000.00,97800
000020.KS,20070104,31000.00,31350.00,30450.00,31350.00,97700
000020.KS,20070105,31100.00,31350.00,30600.00,30850.00,62000
000020.KS,20070108,30400.00,31200.00,30400.00,31100.00,46800
000020.KS,20070109,30650.00,31200.00,30500.00,30750.00,43300
000020.KS,20070110,30500.00,31100.00,29850.00,31100.00,38800
000020.KS,20070111,31100.00,31500.00,30300.00,30900.00,98700
000020.KS,20070112,30700.00,31000.00,30500.00,30900.00,83600
000020.KS,20070115,30850.00,30850.00,29850.00,30200.00,132000
000020.KS,20070116,29500.00,30400.00,29500.00,30050.00,69500
000020.KS,20070117,29900.00,29900.00,28400.00,29450.00,192600
000020.KS,20070118,29450.00,29850.00,28550.00,29750.00,61400
000020.KS,20070119,29000.00,29650.00,28850.00,29450.00,67100
000020.KS,20070122,29450.00,29450.00,28900.00,29300.00,41500
000020.KS,20070123,28700.00,29150.00,27800.00,27900.00,203500
000020.KS,20070124,28000.00,29150.00,28000.00,29150.00,73200
000020.KS,20070125,29200.00,29300.00,28500.00,28500.00,36000
000020.KS,20070126,27850.00,28200.00,27500.00,28000.00,128100
000020.KS,20070129,28000.00,28050.00,27750.00,28050.00,37000
000020.KS,20070130,28450.00,28450.00,27200.00,27550.00,41200
000020.KS,20070131,27500.00,28500.00,27500.00,27500.00,64000
000020.KS,20070201,28500.00,28500.00,27600.00,28200.00,41700
000020.KS,20070202,28200.00,28750.00,27500.00,28400.00,49400
000020.KS,20070205,28400.00,29700.00,28400.00,29700.00,87600
000020.KS,20070206,30100.00,30100.00,29300.00,29800.00,107400
000020.KS,20070207,29800.00,29800.00,29150.00,29700.00,55200
000020.KS,20070208,29950.00,29950.00,29250.00,29800.00,27100
000020.KS,20070209,29800.00,30000.00,29400.00,29400.00,31000
000020.KS,20070212,28800.00,29600.00,28800.00,29000.00,26700
000020.KS,20070213,29000.00,29200.00,28800.00,29000.00,49500
000020.KS,20070214,28900.00,29500.00,27500.00,29500.00,270000
000020.KS,20070215,29500.00,29500.00,28650.00,28650.00,36800
000020.KS,20070216,28300.00,28650.00,28300.00,28300.00,14100
000020.KS,20070220,28300.00,28800.00,28150.00,28600.00,29300
000020.KS,20070221,28500.00,28600.00,28300.00,28300.00,23400
000020.KS,20070222,28400.00,29000.00,28350.00,29000.00,71400
